SongName,VocalTracks
Stone Temple Pilots - Plush.mogg_fixed.mogg_extract,2|3|14|15
Stone Temple Pilots - Sex Type Thing.mogg_fixed.mogg_extract,14|15
Stone Temple Pilots - Trippin' on a Hole In a Paper Heart.mogg_fixed.mogg_extract,12|13
Stone Temple Pilots - Vasoline.mogg_fixed.mogg_extract,2|3|9|10
Street Sweeper Social Club - 100 Little Curses.mogg_fixed.mogg_extract,12|13
"Street Sweeper Social Club - Somewhere In The World, It's Midnight.mogg_fixed.mogg_extract",14|15
Strung Out - Calling.mogg_fixed.mogg_extract,7|8
Stuck In The Sound - Toy Boy.mogg_fixed.mogg_extract,12|13
Styx - Mr. Roboto.mogg_fixed.mogg_extract,14|15
Styx - Renegade.mogg_fixed.mogg_extract,7|8
Sublime - Santeria.mogg_fixed.mogg_extract,12|13|16|17
Sublime - What I Got.mogg_fixed.mogg_extract,7|8
Suicidal Tendencies - War Inside My Head.mogg_fixed.mogg_extract,14|15
Sum 41 - Fat Lip.mogg_fixed.mogg_extract,14|15
Sum 41 - In Too Deep.mogg_fixed.mogg_extract,12|13
Sum 41 - Motivation.mogg_fixed.mogg_extract,7|8
Sum 41 - Still Waiting.mogg_fixed.mogg_extract,14|15
Supergrass - Grace.mogg_fixed.mogg_extract,7|8
Survivor - Eye of the Tiger.mogg_fixed.mogg_extract,12|13
Sweet - Ballroom Blitz (cover).mogg_fixed.mogg_extract,9|10|11|12
Swingin' Utters - This Bastard's Life.mogg_fixed.mogg_extract,12|13
System Of A Down - B.Y.O.B.mogg_fixed.mogg_extract,12|13
System of a Down - Byob.mogg_fixed.mogg_extract,12|13
System Of A Down - Chop Suey!.mogg_fixed.mogg_extract,9|10|13|14
System Of A Down - Toxicity.mogg_fixed.mogg_extract,14|15
T. Rex - 20th Century Boy.mogg_fixed.mogg_extract,13|14
T. Rex - Bang a Gong (Get It On).mogg_fixed.mogg_extract,9|10|11|12
Talking Heads - Once In A Lifetime.mogg_fixed.mogg_extract,6|7
Talking Heads - Psycho Killer.mogg_fixed.mogg_extract,8|9
Taylor Swift - Love Story.mogg_fixed.mogg_extract,14|15
Taylor Swift - You Belong With Me.mogg_fixed.mogg_extract,14|15
Tears for Fears - Everybody Wants to Rule the World.mogg_fixed.mogg_extract,12|13
Ted Nugent - Stranglehold.mogg_fixed.mogg_extract,12|13
Tegan and Sara - The Con.mogg_fixed.mogg_extract,11|12
Tenacious D - Master Exploder.mogg_fixed.mogg_extract,12|13
Tenacious D - Rock Your Socks.mogg_fixed.mogg_extract,7|8
Tenacious D - Tribute.mogg_fixed.mogg_extract,8|9
Tesla - Love Song.mogg_fixed.mogg_extract,7|8
Tesla - Modern Day Cowboy.mogg_fixed.mogg_extract,7|8
Testament - Souls Of Black.mogg_fixed.mogg_extract,8|9
The Dandy Warhols - Bohemian Like You.mogg_fixed.mogg_extract,8|9
The Devil Wears Prada - Dez Moines.mogg_fixed.mogg_extract,14|15
The Dillinger Escape Plan - Setting Fire to Sleeping Giants.mogg_fixed.mogg_extract,7|8
The Donnas - New Kid In School.mogg_fixed.mogg_extract,8|9
The Donnas - Take It Off.mogg_fixed.mogg_extract,12|13
The Doobie Brothers - China Grove.mogg_fixed.mogg_extract,12|13
The Doobie Brothers - Listen To The Music.mogg_fixed.mogg_extract,12|13
The Doors - Break On Through (To the Other Side).mogg_fixed.mogg_extract,8|9
The Doors - Light My Fire.mogg_fixed.mogg_extract,8|9
The Doors - Love Her Madly.mogg_fixed.mogg_extract,8|9|10|11
The Doors - Love Me Two Times.mogg_fixed.mogg_extract,12|13
The Doors - Riders On The Storm.mogg_fixed.mogg_extract,9|10
The Doors - Roadhouse Blues.mogg_fixed.mogg_extract,9|10
The Doors - Soul Kitchen.mogg_fixed.mogg_extract,9|10
The Doors - The Crystal Ship.mogg_fixed.mogg_extract,9|10
The Enemy - Aggro.mogg_fixed.mogg_extract,12|13
The Exies - Hey You.mogg_fixed.mogg_extract,12|13
The Expendables - Sacrifice.mogg_fixed.mogg_extract,14|15
The Faint - The Geeks Were Right.mogg_fixed.mogg_extract,14|15
The Fall Of Troy - A Classic Case Of Transference.mogg_fixed.mogg_extract,14|15
The Fall Of Troy - Single.mogg_fixed.mogg_extract,14|15
The Go-Gos - Our Lips Are Sealed.mogg_fixed.mogg_extract,14|15
The Go-Gos - We Got The Beat.mogg_fixed.mogg_extract,14|15
The Guess Who - American Woman.mogg_fixed.mogg_extract,12|13
The Haunted - D.O.A..mogg_fixed.mogg_extract,7|8
The Hives - Main Offender.mogg_fixed.mogg_extract,7|8|11|12
The Hives - Tick Tick Boom.mogg_fixed.mogg_extract,9|10|11|12
The Janitors - Get Your Rock On.mogg_fixed.mogg_extract,5|6|7|8
The Jimi Hendrix Experience - Ain't No Tellin'.mogg_fixed.mogg_extract,7|8
The Jimi Hendrix Experience - Castles Made Of Sand.mogg_fixed.mogg_extract,7|8
The Jimi Hendrix Experience - Foxey Lady.mogg_fixed.mogg_extract,7|8
The Jimi Hendrix Experience - Highway Chile.mogg_fixed.mogg_extract,7|8
The Jimi Hendrix Experience - Manic Depression.mogg_fixed.mogg_extract,0|1
The Jimi Hendrix Experience - May This Be Love.mogg_fixed.mogg_extract,7|8
The Jimi Hendrix Experience - Purple Haze.mogg_fixed.mogg_extract,8|9
The Jimi Hendrix Experience - She's So Fine.mogg_fixed.mogg_extract,7|8
The Jimi Hendrix Experience - Spanish Castle Magic.mogg_fixed.mogg_extract,7|8
The Jimi Hendrix Experience - Valleys Of Neptune.mogg_fixed.mogg_extract,6|7
The Killers - Human.mogg_fixed.mogg_extract,14|15
The Killers - Losing Touch.mogg_fixed.mogg_extract,14|15
The Killers - Mr. Brightside.mogg_fixed.mogg_extract,14|15
The Killers - Somebody Told Me.mogg_fixed.mogg_extract,10|11
The Killers - Spaceman.mogg_fixed.mogg_extract,10|11
The Kooks - Naive.mogg_fixed.mogg_extract,14|15
The Last Goodnight - Pictures Of You.mogg_fixed.mogg_extract,14|15
The Len Price 3 - If I Ain't Got You.mogg_fixed.mogg_extract,6|7|8|9
The Living End - Prisoner Of Society.mogg_fixed.mogg_extract,12|13
The Main Drag - A Jagged Gorgeous Winter.mogg_fixed.mogg_extract,5|6|7|8
The Mars Volta - L'Via L'Viaquez.mogg_fixed.mogg_extract,12|13
The Material - Moving To Seattle.mogg_fixed.mogg_extract,8|9
The Mighty Mighty Bosstones - The Impression That I Get.mogg_fixed.mogg_extract,14|15
The Mighty Mighty Bosstones - Whered You Go.mogg_fixed.mogg_extract,7|8|9|10
The Mother Hips - Red Tandy.mogg_fixed.mogg_extract,7|8
The Mother Hips - Time We Had.mogg_fixed.mogg_extract,8|9|10|11
The Mother Hips - Time-Sick Son Of A Grizzly Bear.mogg_fixed.mogg_extract,7|8|9|10
The Muffs - Kids In America.mogg_fixed.mogg_extract,9|10
The Muffs - Outer Space.mogg_fixed.mogg_extract,9|10
The Naked Brothers Band - Body I Occupy.mogg_fixed.mogg_extract,6|7
The Naked Brothers Band - I Don't Want To Go To School.mogg_fixed.mogg_extract,6|7
The Offspring - Come Out and Play.mogg_fixed.mogg_extract,9|10
The Offspring - Gone Away.mogg_fixed.mogg_extract,1|2|8|9
The Offspring - Hammerhead.mogg_fixed.mogg_extract,9|10|11|12
The Offspring - Pretty Fly (For a White Guy).mogg_fixed.mogg_extract,12|13
The Offspring - Self Esteem.mogg_fixed.mogg_extract,8|9
The Police - Can't Stand Losing You.mogg_fixed.mogg_extract,10|11|12|13
The Police - Don't Stand So Close to Me.mogg_fixed.mogg_extract,12|13
The Police - Every Breath You Take.mogg_fixed.mogg_extract,14|15
The Police - Every Little Thing She Does Is Magic.mogg_fixed.mogg_extract,8|9
The Police - Message In a Bottle.mogg_fixed.mogg_extract,12|13
The Police - So Lonely.mogg_fixed.mogg_extract,7|8
The Police - Synchronicity II.mogg_fixed.mogg_extract,8|9|10|11
The Police - Truth Hits Everybody.mogg_fixed.mogg_extract,8|9|10|11
The Pretenders - Blue Christmas.mogg_fixed.mogg_extract,5|6
The Primitives - Crash.mogg_fixed.mogg_extract,9|10
The Psychedelic Furs - Pretty In Pink.mogg_fixed.mogg_extract,8|9
The Raconteurs - Consolers Of The Lonely.mogg_fixed.mogg_extract,12|13
The Raconteurs - Hold Up.mogg_fixed.mogg_extract,14|15
The Raconteurs - Salute Your Solution.mogg_fixed.mogg_extract,12|13
The Rasmus - In The Shadows.mogg_fixed.mogg_extract,14|15
The Replacements - Alex Chilton.mogg_fixed.mogg_extract,9|10|11|12
The Rolling Stones - Gimme Shelter.mogg_fixed.mogg_extract,5|6
The Rolling Stones - Honky Tonk Women.mogg_fixed.mogg_extract,14|15
The Rolling Stones - Sympathy For The Devil.mogg_fixed.mogg_extract,7|8
The Runaways - Cherry Bomb.mogg_fixed.mogg_extract,7|8
The Shins - New Slang.mogg_fixed.mogg_extract,10|11
The Sleeping - Bomb The World.mogg_fixed.mogg_extract,14|15
The Smashing Pumpkins - Today.mogg_fixed.mogg_extract,12|13
The Smiths - Stop Me If You Think You've Heard This One Before.mogg_fixed.mogg_extract,12|13
The Sterns - Supreme Girl.mogg_fixed.mogg_extract,7|8
The Sword - Black River.mogg_fixed.mogg_extract,14|15
The Sword - Freya.mogg_fixed.mogg_extract,12|13
"The Sword - Maiden, Mother & Crone.mogg_fixed.mogg_extract",7|8
The Turtles - Happy Together.mogg_fixed.mogg_extract,14|15
The Used - The Taste Of Ink.mogg_fixed.mogg_extract,14|15
The Vines - Get Free.mogg_fixed.mogg_extract,9|10
The Vines - Outtathaway!.mogg_fixed.mogg_extract,14|15
The Von Bondies - C'mon C'mon.mogg_fixed.mogg_extract,7|8
The White Stripes - Blue Orchid.mogg_fixed.mogg_extract,7|8
The White Stripes - Fell In Love With A Girl.mogg_fixed.mogg_extract,5|6
The White Stripes - The Hardest Button to Button.mogg_fixed.mogg_extract,7|8
The Who - Eminence Front.mogg_fixed.mogg_extract,7|8
The Who - I Can See For Miles.mogg_fixed.mogg_extract,6|7
The Who - Leaving Here.mogg_fixed.mogg_extract,6|7|8|9
The Who - My Generation (Live).mogg_fixed.mogg_extract,6|7|8|9
The Who - Pinball Wizard.mogg_fixed.mogg_extract,5|6|9|10
The Who - Real Good Looking Boy.mogg_fixed.mogg_extract,5|6
The Who - Who Are You.mogg_fixed.mogg_extract,5|6
The Who - Won't Get Fooled Again.mogg_fixed.mogg_extract,5|6
The Who - Young Man Blues (Live).mogg_fixed.mogg_extract,6|7
Them Terribles - Bullets & Guns.mogg_fixed.mogg_extract,8|9|10|11
Thenewno2 - Crazy Tuesday.mogg_fixed.mogg_extract,7|8
Thenewno2 - Yomp.mogg_fixed.mogg_extract,7|8
Thin Lizzy - Jailbreak.mogg_fixed.mogg_extract,7|8
Thin Lizzy - The Boys Are Back In Town.mogg_fixed.mogg_extract,14|15
Third Eye Blind - Can You Take Me.mogg_fixed.mogg_extract,14|15
Third Eye Blind - Graduate.mogg_fixed.mogg_extract,7|8
Third Eye Blind - Jumper '09.mogg_fixed.mogg_extract,10|11
Third Eye Blind - Losing A Whole Year.mogg_fixed.mogg_extract,14|15
Third Eye Blind - Never Let You Go.mogg_fixed.mogg_extract,14|15
Third Eye Blind - Semi-Charmed Life.mogg_fixed.mogg_extract,12|13
Thrice - All The World Is Mad.mogg_fixed.mogg_extract,14|15
Thrice - Artist In The Ambulance.mogg_fixed.mogg_extract,26|27
Thrice - Deadbolt.mogg_fixed.mogg_extract,14|15
Tickle Me Pink - The Time Is Wrong.mogg_fixed.mogg_extract,9|10
Tokio Hotel - Monsoon.mogg_fixed.mogg_extract,12|13
"Tokio Hotel - Ready, Set, Go.mogg_fixed.mogg_extract",6|7
Tom Petty - Free Fallin'.mogg_fixed.mogg_extract,8|9
Tom Petty & The Heartbreakers - American Girl.mogg_fixed.mogg_extract,7|8
Tom Petty & The Heartbreakers - I Need to Know.mogg_fixed.mogg_extract,10|11
Tom Petty & The Heartbreakers - I Won't Back Down.mogg_fixed.mogg_extract,8|9
Tom Petty & The Heartbreakers - Listen to Her Heart.mogg_fixed.mogg_extract,7|8
Tom Petty & The Heartbreakers - Runnin' Down A Dream.mogg_fixed.mogg_extract,7|8
Tonic - If You Could Only See.mogg_fixed.mogg_extract,14|15
Trapt - Who's Going Home With You Tonight.mogg_fixed.mogg_extract,7|8
Tribe - Outside.mogg_fixed.mogg_extract,9|10
Triumph - Lay It On The Line.mogg_fixed.mogg_extract,12|13
Trust - Antisocial.mogg_fixed.mogg_extract,12|13
TV On The Radio - Wolf Like Me.mogg_fixed.mogg_extract,7|8
Twisted Sister - I Wanna Rock.mogg_fixed.mogg_extract,12|13
Twisted Sister - We're Not Gonna Take It.mogg_fixed.mogg_extract,7|8
Tyler Bryant - Who I Am.mogg_fixed.mogg_extract,14|15
"Underoath - Desperate Times, Desperate Measures.mogg_fixed.mogg_extract",8|9
Vagiant - Seven.mogg_fixed.mogg_extract,7|8|9|10
Vampire Weekend - A-Punk.mogg_fixed.mogg_extract,7|8
Vampire Weekend - Holiday.mogg_fixed.mogg_extract,14|15
Vampire Weekend - The Kids Don't Stand A Chance.mogg_fixed.mogg_extract,14|15
Van Halen - Ain't Talkin' Bout Love.mogg_fixed.mogg_extract,12|13
Van Halen - And the Cradle Will Rock....mogg_fixed.mogg_extract,12|13
Van Halen - Atomic Punk.mogg_fixed.mogg_extract,12|13
Van Halen - Beautiful Girls.mogg_fixed.mogg_extract,12|13
Van Halen - Dance the Night Away.mogg_fixed.mogg_extract,12|13
Van Halen - Everybody Wants Some!!.mogg_fixed.mogg_extract,12|13
Van Halen - Feel Your Love Tonight.mogg_fixed.mogg_extract,12|13
Van Halen - Hang 'Em High.mogg_fixed.mogg_extract,12|13
Van Halen - Hear About It Later.mogg_fixed.mogg_extract,12|13
Van Halen - Hot for Teacher.mogg_fixed.mogg_extract,12|13
Van Halen - I'm the One.mogg_fixed.mogg_extract,12|13
Van Halen - Ice Cream Man.mogg_fixed.mogg_extract,12|13
Van Halen - Intruder; (Oh) Pretty Woman.mogg_fixed.mogg_extract,12|13
Van Halen - Jamie's Cryin'.mogg_fixed.mogg_extract,12|13
Van Halen - Jump.mogg_fixed.mogg_extract,12|13
Van Halen - Little Guitars.mogg_fixed.mogg_extract,12|13
Van Halen - Loss of Control.mogg_fixed.mogg_extract,12|13
Van Halen - Mean Street.mogg_fixed.mogg_extract,12|13
Van Halen - Panama.mogg_fixed.mogg_extract,12|13
Van Halen - Romeo Delight.mogg_fixed.mogg_extract,12|13
Van Halen - Runnin' With the Devil.mogg_fixed.mogg_extract,12|13
Van Halen - So This Is Love.mogg_fixed.mogg_extract,12|13
Van Halen - Somebody Get Me a Doctor.mogg_fixed.mogg_extract,12|13
Van Halen - Unchained.mogg_fixed.mogg_extract,12|13
Van Halen - You Really Got Me.mogg_fixed.mogg_extract,12|13
Vanilla Ice - Ice Ice Baby.mogg_fixed.mogg_extract,6|7
Vanilla Sky - Break It Out.mogg_fixed.mogg_extract,14|15
Vesuvius - Promised Land.mogg_fixed.mogg_extract,8|9
Village People - YMCA.mogg_fixed.mogg_extract,14|15
Warrant - Cherry Pie.mogg_fixed.mogg_extract,12|13
Warren Zevon - Werewolves of London.mogg_fixed.mogg_extract,11|12
We The Kings - Check Yes Juliet.mogg_fixed.mogg_extract,8|9|10|11
Weezer - (If You're Wondering If I Want You To) I Want You To.mogg_fixed.mogg_extract,8|9
Weezer - Beverly Hills.mogg_fixed.mogg_extract,14|15
Weezer - Buddy Holly.mogg_fixed.mogg_extract,8|9|10|11
Weezer - Dope Nose.mogg_fixed.mogg_extract,12|13
Weezer - Dreamin'.mogg_fixed.mogg_extract,9|10
Weezer - El Scorcho.mogg_fixed.mogg_extract,7|8|9|10
Weezer - Hash Pipe.mogg_fixed.mogg_extract,7|8
Weezer - Island In The Sun.mogg_fixed.mogg_extract,12|13
Weezer - Perfect Situation.mogg_fixed.mogg_extract,6|7
Weezer - Pork And Beans.mogg_fixed.mogg_extract,14|15
Weezer - Say It Ain't So.mogg_fixed.mogg_extract,7|8
Weezer - Undone (The Sweater Song).mogg_fixed.mogg_extract,10|11
White Zombie - Thunder Kiss '65.mogg_fixed.mogg_extract,12|13
Whitesnake - Here I Go Again.mogg_fixed.mogg_extract,12|13
Who - My Generation.mogg_fixed.mogg_extract,6|7|8|9
Who - Pinball Wizard.mogg_fixed.mogg_extract,5|6|9|10
Who - Who Are You.mogg_fixed.mogg_extract,5|6
Who - Won't Get Fooled Again.mogg_fixed.mogg_extract,5|6
Wild Cherry - Play That Funky Music.mogg_fixed.mogg_extract,7|8
Willie Nelson - On The Road Again (live).mogg_fixed.mogg_extract,12|13
Wings - Band On The Run.mogg_fixed.mogg_extract,12|13
Wings - Helen Wheels.mogg_fixed.mogg_extract,9|10
Wings - Hi Hi Hi.mogg_fixed.mogg_extract,14|15
Wings - Jet.mogg_fixed.mogg_extract,14|15
Wings - Junior's Farm.mogg_fixed.mogg_extract,14|15
Wings - Let Me Roll It.mogg_fixed.mogg_extract,9|10
Wings - Maybe I'm Amazed.mogg_fixed.mogg_extract,9|10
Within Temptation - What Have You Done.mogg_fixed.mogg_extract,14|15
Wolfmother - Back Round.mogg_fixed.mogg_extract,7|8
Wolfmother - California Queen.mogg_fixed.mogg_extract,14|15
Wolfmother - Cosmic Egg.mogg_fixed.mogg_extract,14|15
Wolfmother - Dimension.mogg_fixed.mogg_extract,14|15
Wolfmother - Joker & the Thief.mogg_fixed.mogg_extract,8|9
Wolfmother - Joker And The Thief.mogg_fixed.mogg_extract,8|9
Wolfmother - Pilgrim.mogg_fixed.mogg_extract,14|15
Wolfmother - Woman.mogg_fixed.mogg_extract,12|13
ZZ Top - Gimme All Your Lovin.mogg_fixed.mogg_extract,12|13
