Classification,Filename,Label
0.00139485,./temp-spectrograms/Rush - Oracle The Dream.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1.24E-10,./temp-spectrograms/Rush - Oracle The Dream.mogg_fixed.mogg_extract/2.wav.png,nonvocal
4.78E-06,./temp-spectrograms/Rush - Oracle The Dream.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0.00264757,./temp-spectrograms/Rush - Oracle The Dream.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.1624531,./temp-spectrograms/Rush - Oracle The Dream.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.16958216,./temp-spectrograms/Rush - Oracle The Dream.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.9942847,./temp-spectrograms/Rush - Oracle The Dream.mogg_fixed.mogg_extract/7.wav.png,vocal
0.9932012,./temp-spectrograms/Rush - Oracle The Dream.mogg_fixed.mogg_extract/8.wav.png,vocal
6.11E-05,./temp-spectrograms/Rush - Overture.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.007377626,./temp-spectrograms/Rush - Overture.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1.12E-10,./temp-spectrograms/Rush - Overture.mogg_fixed.mogg_extract/2.wav.png,nonvocal
1.20E-09,./temp-spectrograms/Rush - Overture.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0.000794772,./temp-spectrograms/Rush - Overture.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.07476152,./temp-spectrograms/Rush - Overture.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.060335983,./temp-spectrograms/Rush - Overture.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.007491734,./temp-spectrograms/Rush - Overture.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.005048515,./temp-spectrograms/Rush - Overture.mogg_fixed.mogg_extract/8.wav.png,nonvocal
9.07E-09,./temp-spectrograms/Rush - Presentation.mogg_fixed.mogg_extract/0.wav.png,nonvocal
1.44E-08,./temp-spectrograms/Rush - Presentation.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1.45E-13,./temp-spectrograms/Rush - Presentation.mogg_fixed.mogg_extract/2.wav.png,nonvocal
5.29E-12,./temp-spectrograms/Rush - Presentation.mogg_fixed.mogg_extract/3.wav.png,nonvocal
4.71E-05,./temp-spectrograms/Rush - Presentation.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.14141408,./temp-spectrograms/Rush - Presentation.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.25689265,./temp-spectrograms/Rush - Presentation.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.967885,./temp-spectrograms/Rush - Presentation.mogg_fixed.mogg_extract/7.wav.png,vocal
0.98099315,./temp-spectrograms/Rush - Presentation.mogg_fixed.mogg_extract/8.wav.png,vocal
0,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/0.wav.png,nonvocal
7.60E-38,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0.03632177,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/4.wav.png,nonvocal
1.03E-05,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/5.wav.png,nonvocal
1,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/6.wav.png,vocal
1,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/7.wav.png,vocal
0.011297109,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.068086974,./temp-spectrograms/Rush - Red Barchetta.mogg_fixed.mogg_extract/9.wav.png,nonvocal
4.68E-05,./temp-spectrograms/Rush - Soliloquy.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.008240656,./temp-spectrograms/Rush - Soliloquy.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1.83E-05,./temp-spectrograms/Rush - Soliloquy.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0.000220936,./temp-spectrograms/Rush - Soliloquy.mogg_fixed.mogg_extract/3.wav.png,nonvocal
6.39E-05,./temp-spectrograms/Rush - Soliloquy.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.12769926,./temp-spectrograms/Rush - Soliloquy.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.113255106,./temp-spectrograms/Rush - Soliloquy.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.77163374,./temp-spectrograms/Rush - Soliloquy.mogg_fixed.mogg_extract/7.wav.png,vocal
0.7992175,./temp-spectrograms/Rush - Soliloquy.mogg_fixed.mogg_extract/8.wav.png,vocal
0,./temp-spectrograms/Rush - The Camera Eye.mogg_fixed.mogg_extract/0.wav.png,nonvocal
1.07E-26,./temp-spectrograms/Rush - The Camera Eye.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0,./temp-spectrograms/Rush - The Camera Eye.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0.003898056,./temp-spectrograms/Rush - The Camera Eye.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0.013876705,./temp-spectrograms/Rush - The Camera Eye.mogg_fixed.mogg_extract/4.wav.png,nonvocal
1,./temp-spectrograms/Rush - The Camera Eye.mogg_fixed.mogg_extract/5.wav.png,vocal
1,./temp-spectrograms/Rush - The Camera Eye.mogg_fixed.mogg_extract/6.wav.png,vocal
3.35E-05,./temp-spectrograms/Rush - The Camera Eye.mogg_fixed.mogg_extract/7.wav.png,nonvocal
4.23E-06,./temp-spectrograms/Rush - The Camera Eye.mogg_fixed.mogg_extract/8.wav.png,nonvocal
3.15E-09,./temp-spectrograms/Rush - The Temples Of Syrinx.mogg_fixed.mogg_extract/0.wav.png,nonvocal
4.46E-07,./temp-spectrograms/Rush - The Temples Of Syrinx.mogg_fixed.mogg_extract/1.wav.png,nonvocal
2.63E-14,./temp-spectrograms/Rush - The Temples Of Syrinx.mogg_fixed.mogg_extract/2.wav.png,nonvocal
1.01E-10,./temp-spectrograms/Rush - The Temples Of Syrinx.mogg_fixed.mogg_extract/3.wav.png,nonvocal
8.87E-11,./temp-spectrograms/Rush - The Temples Of Syrinx.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.5146004,./temp-spectrograms/Rush - The Temples Of Syrinx.mogg_fixed.mogg_extract/5.wav.png,vocal
0.24418692,./temp-spectrograms/Rush - The Temples Of Syrinx.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.9999025,./temp-spectrograms/Rush - The Temples Of Syrinx.mogg_fixed.mogg_extract/7.wav.png,vocal
0.99991274,./temp-spectrograms/Rush - The Temples Of Syrinx.mogg_fixed.mogg_extract/8.wav.png,vocal
6.19E-24,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/0.wav.png,nonvocal
1.96E-36,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/1.wav.png,nonvocal
3.70E-06,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/2.wav.png,nonvocal
1.95E-07,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/3.wav.png,nonvocal
1.34E-06,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/4.wav.png,nonvocal
6.28E-07,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/5.wav.png,nonvocal
1,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/6.wav.png,vocal
1,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/7.wav.png,vocal
0.41071868,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.25549152,./temp-spectrograms/Rush - The Trees.mogg_fixed.mogg_extract/9.wav.png,nonvocal
1.07E-06,./temp-spectrograms/Rush - Tom Sawyer.mogg_fixed.mogg_extract/0.wav.png,nonvocal
5.14E-07,./temp-spectrograms/Rush - Tom Sawyer.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1.56E-09,./temp-spectrograms/Rush - Tom Sawyer.mogg_fixed.mogg_extract/2.wav.png,nonvocal
6.29E-10,./temp-spectrograms/Rush - Tom Sawyer.mogg_fixed.mogg_extract/3.wav.png,nonvocal
1.14E-10,./temp-spectrograms/Rush - Tom Sawyer.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.99999917,./temp-spectrograms/Rush - Tom Sawyer.mogg_fixed.mogg_extract/5.wav.png,vocal
0.99999905,./temp-spectrograms/Rush - Tom Sawyer.mogg_fixed.mogg_extract/6.wav.png,vocal
0.41135284,./temp-spectrograms/Rush - Tom Sawyer.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.44051623,./temp-spectrograms/Rush - Tom Sawyer.mogg_fixed.mogg_extract/8.wav.png,nonvocal
3.52E-10,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/0.wav.png,nonvocal
1.50E-24,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1.02E-29,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/2.wav.png,nonvocal
2.89E-33,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/3.wav.png,nonvocal
4.59E-06,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/4.wav.png,nonvocal
1.34E-05,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/5.wav.png,nonvocal
1,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/6.wav.png,vocal
1,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/7.wav.png,vocal
0.2811155,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.27906376,./temp-spectrograms/Rush - Vital Signs.mogg_fixed.mogg_extract/9.wav.png,nonvocal
0.000865015,./temp-spectrograms/Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.019866766,./temp-spectrograms/Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract/1.wav.png,nonvocal
0,./temp-spectrograms/Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract/2.wav.png,nonvocal
2.01E-07,./temp-spectrograms/Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract/3.wav.png,nonvocal
9.94E-07,./temp-spectrograms/Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract/4.wav.png,nonvocal
1,./temp-spectrograms/Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract/5.wav.png,vocal
1,./temp-spectrograms/Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract/6.wav.png,vocal
6.27E-05,./temp-spectrograms/Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract/7.wav.png,nonvocal
3.83E-05,./temp-spectrograms/Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.000865015,./temp-spectrograms/Rush - Witch Hunt.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.019866766,./temp-spectrograms/Rush - Witch Hunt.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0,./temp-spectrograms/Rush - Witch Hunt.mogg_fixed.mogg_extract/2.wav.png,nonvocal
2.01E-07,./temp-spectrograms/Rush - Witch Hunt.mogg_fixed.mogg_extract/3.wav.png,nonvocal
9.94E-07,./temp-spectrograms/Rush - Witch Hunt.mogg_fixed.mogg_extract/4.wav.png,nonvocal
1,./temp-spectrograms/Rush - Witch Hunt.mogg_fixed.mogg_extract/5.wav.png,vocal
1,./temp-spectrograms/Rush - Witch Hunt.mogg_fixed.mogg_extract/6.wav.png,vocal
6.27E-05,./temp-spectrograms/Rush - Witch Hunt.mogg_fixed.mogg_extract/7.wav.png,nonvocal
3.83E-05,./temp-spectrograms/Rush - Witch Hunt.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0,./temp-spectrograms/Rush - Working Man.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0,./temp-spectrograms/Rush - Working Man.mogg_fixed.mogg_extract/1.wav.png,nonvocal
2.15E-14,./temp-spectrograms/Rush - Working Man.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0,./temp-spectrograms/Rush - Working Man.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0,./temp-spectrograms/Rush - Working Man.mogg_fixed.mogg_extract/4.wav.png,nonvocal
1,./temp-spectrograms/Rush - Working Man.mogg_fixed.mogg_extract/5.wav.png,vocal
1,./temp-spectrograms/Rush - Working Man.mogg_fixed.mogg_extract/6.wav.png,vocal
0,./temp-spectrograms/Rush - Working Man.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.000459133,./temp-spectrograms/Rush - Working Man.mogg_fixed.mogg_extract/8.wav.png,nonvocal
3.34E-22,./temp-spectrograms/Rush - YYZ.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0,./temp-spectrograms/Rush - YYZ.mogg_fixed.mogg_extract/1.wav.png,nonvocal
4.50E-19,./temp-spectrograms/Rush - YYZ.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0.50793433,./temp-spectrograms/Rush - YYZ.mogg_fixed.mogg_extract/3.wav.png,vocal
0.006656053,./temp-spectrograms/Rush - YYZ.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.6256952,./temp-spectrograms/Rush - YYZ.mogg_fixed.mogg_extract/5.wav.png,vocal
0,./temp-spectrograms/Rush - YYZ.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.004469513,./temp-spectrograms/Rush - YYZ.mogg_fixed.mogg_extract/7.wav.png,nonvocal
1.65E-12,./temp-spectrograms/RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract/0.wav.png,nonvocal
1.59E-12,./temp-spectrograms/RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract/1.wav.png,nonvocal
6.51E-09,./temp-spectrograms/RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract/2.wav.png,nonvocal
1.54E-08,./temp-spectrograms/RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract/3.wav.png,nonvocal
2.50E-08,./temp-spectrograms/RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.10012304,./temp-spectrograms/RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.06281142,./temp-spectrograms/RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.9867531,./temp-spectrograms/RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract/7.wav.png,vocal
0.9905391,./temp-spectrograms/RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract/8.wav.png,vocal
0,./temp-spectrograms/Ryan Adams - Wonderwall.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0,./temp-spectrograms/Ryan Adams - Wonderwall.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.95578307,./temp-spectrograms/Ryan Adams - Wonderwall.mogg_fixed.mogg_extract/2.wav.png,vocal
0.867524,./temp-spectrograms/Ryan Adams - Wonderwall.mogg_fixed.mogg_extract/3.wav.png,vocal
0.003851956,./temp-spectrograms/Ryan Adams - Wonderwall.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.010101667,./temp-spectrograms/Ryan Adams - Wonderwall.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.445121,./temp-spectrograms/Ryan Adams - Wonderwall.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.3643245,./temp-spectrograms/Ryan Adams - Wonderwall.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/1.wav.png,nonvocal
6.31E-05,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/10.wav.png,nonvocal
0.00023235,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.000368837,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/12.wav.png,nonvocal
0.000119594,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/13.wav.png,nonvocal
0.006374588,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/14.wav.png,nonvocal
0.006420849,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/15.wav.png,nonvocal
5.98E-05,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/2.wav.png,nonvocal
0.000369088,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/3.wav.png,nonvocal
2.57E-11,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/4.wav.png,nonvocal
1.86E-14,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.002021631,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.002173835,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0,./temp-spectrograms/S.U.P.R.A.H.U.M.A.N. - ProtoShredanoid - Modern Hits Theme.mogg_fixed.mogg_extract/9.wav.png,nonvocal
7.05E-09,./temp-spectrograms/Saliva - Always.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.060991757,./temp-spectrograms/Saliva - Always.mogg_fixed.mogg_extract/1.wav.png,nonvocal
2.13E-07,./temp-spectrograms/Saliva - Always.mogg_fixed.mogg_extract/2.wav.png,nonvocal
7.72E-08,./temp-spectrograms/Saliva - Always.mogg_fixed.mogg_extract/3.wav.png,nonvocal
1.66E-08,./temp-spectrograms/Saliva - Always.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.067688614,./temp-spectrograms/Saliva - Always.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.001451743,./temp-spectrograms/Saliva - Always.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.7675879,./temp-spectrograms/Saliva - Always.mogg_fixed.mogg_extract/7.wav.png,vocal
0.99015135,./temp-spectrograms/Saliva - Always.mogg_fixed.mogg_extract/8.wav.png,vocal
3.73E-13,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/0.wav.png,nonvocal
1.18E-15,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/1.wav.png,nonvocal
1.36E-10,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/10.wav.png,nonvocal
2.73E-10,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.012076587,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/12.wav.png,nonvocal
0.012088859,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/13.wav.png,nonvocal
0.9961605,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/14.wav.png,vocal
0.9950611,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/15.wav.png,vocal
4.07E-12,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/2.wav.png,nonvocal
1.60E-10,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/3.wav.png,nonvocal
4.55E-12,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/4.wav.png,nonvocal
1.75E-06,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/5.wav.png,nonvocal
6.13E-05,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/6.wav.png,nonvocal
5.42E-05,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/7.wav.png,nonvocal
6.87E-09,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/8.wav.png,nonvocal
7.09E-09,./temp-spectrograms/Samhain - Mother Of Mercy.mogg_fixed.mogg_extract/9.wav.png,nonvocal
3.00E-13,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/0.wav.png,nonvocal
3.02E-10,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.99283737,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/10.wav.png,vocal
0.9921794,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/11.wav.png,vocal
0.00408474,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/2.wav.png,nonvocal
3.44E-12,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/3.wav.png,nonvocal
1.24E-05,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/4.wav.png,nonvocal
2.34E-11,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.09957004,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.13936183,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.000255778,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0.014802874,./temp-spectrograms/Santana - Black Magic Woman.mogg_fixed.mogg_extract/9.wav.png,nonvocal
2.10E-07,./temp-spectrograms/Santana - No One To Depend On (Live).mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.024739293,./temp-spectrograms/Santana - No One To Depend On (Live).mogg_fixed.mogg_extract/1.wav.png,nonvocal
3.69E-07,./temp-spectrograms/Santana - No One To Depend On (Live).mogg_fixed.mogg_extract/2.wav.png,nonvocal
3.36E-05,./temp-spectrograms/Santana - No One To Depend On (Live).mogg_fixed.mogg_extract/3.wav.png,nonvocal
0.4892094,./temp-spectrograms/Santana - No One To Depend On (Live).mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.5270193,./temp-spectrograms/Santana - No One To Depend On (Live).mogg_fixed.mogg_extract/5.wav.png,vocal
5.83E-06,./temp-spectrograms/Santana - No One To Depend On (Live).mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.25303516,./temp-spectrograms/Santana - No One To Depend On (Live).mogg_fixed.mogg_extract/7.wav.png,nonvocal
0.09865321,./temp-spectrograms/Santana - No One To Depend On (Live).mogg_fixed.mogg_extract/8.wav.png,nonvocal
2.43E-09,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/0.wav.png,nonvocal
5.10E-09,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.09725781,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/10.wav.png,nonvocal
0.03896868,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.14825101,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/12.wav.png,nonvocal
0.26140037,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/13.wav.png,nonvocal
0.9999987,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/14.wav.png,vocal
0.9999981,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/15.wav.png,vocal
2.75E-08,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/2.wav.png,nonvocal
6.32E-08,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/3.wav.png,nonvocal
2.53E-12,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/4.wav.png,nonvocal
2.61E-12,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/5.wav.png,nonvocal
5.33E-06,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/6.wav.png,nonvocal
0.000666162,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/7.wav.png,nonvocal
0,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/8.wav.png,nonvocal
0,./temp-spectrograms/Santigold - L.E.S. Artistes.mogg_fixed.mogg_extract/9.wav.png,nonvocal
0,./temp-spectrograms/Sara Evans - Suds in the Bucket.mogg_fixed.mogg_extract/0.wav.png,nonvocal
0.006571863,./temp-spectrograms/Sara Evans - Suds in the Bucket.mogg_fixed.mogg_extract/1.wav.png,nonvocal
2.15E-06,./temp-spectrograms/Sara Evans - Suds in the Bucket.mogg_fixed.mogg_extract/2.wav.png,nonvocal
8.79E-06,./temp-spectrograms/Sara Evans - Suds in the Bucket.mogg_fixed.mogg_extract/3.wav.png,nonvocal
0,./temp-spectrograms/Sara Evans - Suds in the Bucket.mogg_fixed.mogg_extract/4.wav.png,nonvocal
0.002095484,./temp-spectrograms/Sara Evans - Suds in the Bucket.mogg_fixed.mogg_extract/5.wav.png,nonvocal
0.001458551,./temp-spectrograms/Sara Evans - Suds in the Bucket.mogg_fixed.mogg_extract/6.wav.png,nonvocal
1,./temp-spectrograms/Sara Evans - Suds in the Bucket.mogg_fixed.mogg_extract/7.wav.png,vocal
4.50E-07,./temp-spectrograms/Sara Evans - Suds in the Bucket.mogg_fixed.mogg_extract/8.wav.png,nonvocal
1.18E-07,./temp-spectrograms/Saving Abel - Addicted.mogg_fixed.mogg_extract/0.wav.png,nonvocal
4.21E-07,./temp-spectrograms/Saving Abel - Addicted.mogg_fixed.mogg_extract/1.wav.png,nonvocal
0.003146498,./temp-spectrograms/Saving Abel - Addicted.mogg_fixed.mogg_extract/10.wav.png,nonvocal
0.001346868,./temp-spectrograms/Saving Abel - Addicted.mogg_fixed.mogg_extract/11.wav.png,nonvocal
0.000482585,./temp-spectrograms/Saving Abel - Addicted.mogg_fixed.mogg_extract/12.wav.png,nonvocal
0.00042145,./temp-spectrograms/Saving Abel - Addicted.mogg_fixed.mogg_extract/13.wav.png,nonvocal
0.9999902,./temp-spectrograms/Saving Abel - Addicted.mogg_fixed.mogg_extract/14.wav.png,vocal
0.99999046,./temp-spectrograms/Saving Abel - Addicted.mogg_fixed.mogg_extract/15.wav.png,vocal
5.39E-06,./temp-spectrograms/Saving Abel - Addicted.mogg_fixed.mogg_extract/2.wav.png,nonvocal
